customer_id,customer_segment,current_plan,current_plan_cost,call_minutes,sms_count,data_gb,roaming_mins,recommendation_rank,recommended_plan,recommended_cost,potential_savings,savings_percentage
C78,Heavy Voice Users,Plan4,1409.8300000000002,1238,52,36.92,38,1,Plan1,793.32,616.5100000000001,43.72938581247385
C78,Heavy Voice Users,Plan4,1409.8300000000002,1238,52,36.92,38,2,Plan7,963.3100000000001,446.5200000000001,31.671903704701986
C78,Heavy Voice Users,Plan4,1409.8300000000002,1238,52,36.92,38,3,Plan4,1409.8300000000002,0.0,0.0
C79,Data-Heavy Users,Plan6,2755.23,1638,496,28.11,94,1,Plan1,865.79,1889.44,68.57648907713694
C79,Data-Heavy Users,Plan6,2755.23,1638,496,28.11,94,2,Plan9,1385.0199999999998,1370.2100000000003,49.73123840840874
C79,Data-Heavy Users,Plan6,2755.23,1638,496,28.11,94,3,Plan4,1385.4299999999998,1369.8000000000002,49.7163576180573
C80,Balanced High Users,Plan3,763.0600000000001,303,52,6.82,248,1,Plan2,547.37,215.69000000000005,28.266453489895948
C80,Balanced High Users,Plan3,763.0600000000001,303,52,6.82,248,2,Plan10,552.6899999999999,210.37000000000012,27.56926060860222
C80,Balanced High Users,Plan3,763.0600000000001,303,52,6.82,248,3,Plan1,553.22,209.84000000000003,27.499803423059788
C81,Low Usage,Plan10,686.04,464,124,23.13,111,1,Plan7,568.9300000000001,117.1099999999999,17.07043321089148
C81,Low Usage,Plan10,686.04,464,124,23.13,111,2,Plan1,666.61,19.42999999999995,2.8321963733892996
C81,Low Usage,Plan10,686.04,464,124,23.13,111,3,Plan10,686.04,0.0,0.0
C82,Heavy Voice Users,Plan2,759.75,962,82,15.81,163,1,Plan9,559.31,200.44000000000005,26.382362619282667
C82,Heavy Voice Users,Plan2,759.75,962,82,15.81,163,2,Plan1,608.89,150.86,19.856531753866406
C82,Heavy Voice Users,Plan2,759.75,962,82,15.81,163,3,Plan2,759.75,0.0,0.0
C83,Data-Heavy Users,Plan10,735.05,928,473,2.64,11,1,Plan1,457.44,277.60999999999996,37.76749880960478
C83,Data-Heavy Users,Plan10,735.05,928,473,2.64,11,2,Plan9,534.1,200.94999999999993,27.338276307734162
C83,Data-Heavy Users,Plan10,735.05,928,473,2.64,11,3,Plan6,643.51,91.53999999999996,12.453574586762802
C84,Low Usage,Plan10,1572.8799999999999,964,199,38.0,264,1,Plan7,933.0699999999999,639.81,40.67761049794009
C84,Low Usage,Plan10,1572.8799999999999,964,199,38.0,264,2,Plan1,970.0799999999999,602.8,38.32460200396724
C84,Low Usage,Plan10,1572.8799999999999,964,199,38.0,264,3,Plan4,1494.8700000000001,78.00999999999976,4.959691775596344
C85,Low Usage,Plan4,1476.0900000000001,316,204,41.57,179,1,Plan7,611.77,864.3200000000002,58.55469517441348
C85,Low Usage,Plan4,1476.0900000000001,316,204,41.57,179,2,Plan1,955.29,520.8000000000002,35.282401479584586
C85,Low Usage,Plan4,1476.0900000000001,316,204,41.57,179,3,Plan10,1367.6,108.49000000000024,7.349822842780604
C86,Moderate Users,Plan1,745.9799999999999,1902,298,24.14,203,1,Plan1,745.9799999999999,0.0,0.0
C86,Moderate Users,Plan1,745.9799999999999,1902,298,24.14,203,2,Plan9,1179.6399999999999,-433.65999999999997,-58.13292581570552
C86,Moderate Users,Plan1,745.9799999999999,1902,298,24.14,203,3,Plan4,1241.18,-495.20000000000016,-66.38247674200383
C87,Moderate Users,Plan4,1552.33,1617,495,32.03,229,1,Plan1,1013.1899999999999,539.14,34.73101724504455
C87,Moderate Users,Plan4,1552.33,1617,495,32.03,229,2,Plan7,1468.27,84.05999999999995,5.415085709868388
C87,Moderate Users,Plan4,1552.33,1617,495,32.03,229,3,Plan4,1552.33,0.0,0.0
C88,Heavy Voice Users,Plan5,1527.46,1666,124,21.9,127,1,Plan1,662.1400000000001,865.3199999999999,56.650910662144994
C88,Heavy Voice Users,Plan5,1527.46,1666,124,21.9,127,2,Plan9,891.72,635.74,41.62072983907926
C88,Heavy Voice Users,Plan5,1527.46,1666,124,21.9,127,3,Plan4,1012.2200000000001,515.2399999999999,33.73181621777329
C89,Moderate Users,Plan10,1210.6899999999998,1834,390,15.74,117,1,Plan1,640.98,569.7099999999998,47.05663712428449
C89,Moderate Users,Plan10,1210.6899999999998,1834,390,15.74,117,2,Plan9,810.8399999999999,399.8499999999999,33.026621182961776
C89,Moderate Users,Plan10,1210.6899999999998,1834,390,15.74,117,3,Plan4,1097.2,113.48999999999978,9.373993342639304
C90,Balanced High Users,Plan5,1562.41,521,141,27.19,275,1,Plan7,672.25,890.1600000000001,56.97352167484847
C90,Balanced High Users,Plan5,1562.41,521,141,27.19,275,2,Plan1,837.47,724.94,46.39883257275619
C90,Balanced High Users,Plan5,1562.41,521,141,27.19,275,3,Plan10,948.25,614.1600000000001,39.308504169840184
C91,Low Usage,Plan5,2421.52,1433,138,46.56,266,1,Plan1,1082.8,1338.72,55.28428425121411
C91,Low Usage,Plan5,2421.52,1433,138,46.56,266,2,Plan7,1229.8,1191.72,49.213717004195715
C91,Low Usage,Plan5,2421.52,1433,138,46.56,266,3,Plan4,1884.5200000000002,536.9999999999998,22.176153820740684
C92,Balanced High Users,Plan3,1390.8500000000001,878,223,17.34,223,1,Plan9,581.51,809.3400000000001,58.19031527483194
C92,Balanced High Users,Plan3,1390.8500000000001,878,223,17.34,223,2,Plan1,671.98,718.8700000000001,51.68565984829421
C92,Balanced High Users,Plan3,1390.8500000000001,878,223,17.34,223,3,Plan2,750.87,639.9800000000001,46.013588812596616
C93,Balanced High Users,Plan6,1207.5200000000002,707,275,8.99,280,1,Plan9,602.6,604.9200000000002,50.09606466145489
C93,Balanced High Users,Plan6,1207.5200000000002,707,275,8.99,280,2,Plan1,604.47,603.0500000000002,49.94120180204055
C93,Balanced High Users,Plan6,1207.5200000000002,707,275,8.99,280,3,Plan2,708.69,498.83000000000015,41.31028885649928
C94,Balanced High Users,Plan7,604.84,152,186,29.32,168,1,Plan7,604.84,0.0,0.0
C94,Balanced High Users,Plan7,604.84,152,186,29.32,168,2,Plan1,788.1200000000001,-183.2800000000001,-30.302228688578808
C94,Balanced High Users,Plan7,604.84,152,186,29.32,168,3,Plan10,841.44,-236.60000000000002,-39.117783215395804
C95,Low Usage,Plan9,2858.4900000000002,1484,56,48.49,91,1,Plan1,981.89,1876.6000000000004,65.65004600330944
C95,Low Usage,Plan9,2858.4900000000002,1484,56,48.49,91,2,Plan7,1151.6799999999998,1706.8100000000004,59.71019664228317
C95,Low Usage,Plan9,2858.4900000000002,1484,56,48.49,91,3,Plan4,1895.1200000000001,963.3700000000001,33.702059478955675
C96,Moderate Users,Plan2,1219.3200000000002,1983,434,4.37,191,1,Plan1,636.05,583.2700000000002,47.83567890299512
C96,Moderate Users,Plan2,1219.3200000000002,1983,434,4.37,191,2,Plan9,906.11,313.21000000000015,25.687268313486218
C96,Moderate Users,Plan2,1219.3200000000002,1983,434,4.37,191,3,Plan8,1021.0,198.32000000000016,16.264803333005293
C97,Data-Heavy Users,Plan3,2195.2200000000003,237,267,43.74,74,1,Plan7,545.62,1649.6000000000004,75.14508796384874
C97,Data-Heavy Users,Plan3,2195.2200000000003,237,267,43.74,74,2,Plan1,907.9,1287.3200000000002,58.64195843696759
C97,Data-Heavy Users,Plan3,2195.2200000000003,237,267,43.74,74,3,Plan10,1365.7500000000002,829.47,37.78527892420805
C98,Balanced High Users,Plan4,858.19,487,326,21.88,253,1,Plan7,692.71,165.48000000000002,19.282443281790744
C98,Balanced High Users,Plan4,858.19,487,326,21.88,253,2,Plan10,714.8399999999999,143.35000000000014,16.703760239574002
C98,Balanced High Users,Plan4,858.19,487,326,21.88,253,3,Plan2,731.98,126.21000000000004,14.706533518218578
C99,Low Usage,Plan8,2574.4199999999996,1273,114,28.13,162,1,Plan1,768.33,1806.0899999999997,70.15521942806535
C99,Low Usage,Plan8,2574.4199999999996,1273,114,28.13,162,2,Plan7,1063.48,1510.9399999999996,58.690501161426646
C99,Low Usage,Plan8,2574.4199999999996,1273,114,28.13,162,3,Plan4,1149.76,1424.6599999999996,55.339066663559166
C100,Balanced High Users,Plan1,549.47,609,215,13.51,122,1,Plan9,544.14,5.330000000000041,0.9700256610916048
C100,Balanced High Users,Plan1,549.47,609,215,13.51,122,2,Plan1,549.47,0.0,0.0
C100,Balanced High Users,Plan1,549.47,609,215,13.51,122,3,Plan2,613.9699999999999,-64.49999999999989,-11.738584454110303
C101,Moderate Users,Plan4,1651.4900000000002,1301,345,39.02,169,1,Plan1,946.86,704.6300000000002,42.666319505416325
C101,Moderate Users,Plan4,1651.4900000000002,1301,345,39.02,169,2,Plan7,1132.3899999999999,519.1000000000004,31.432221811818433
C101,Moderate Users,Plan4,1651.4900000000002,1301,345,39.02,169,3,Plan4,1651.4900000000002,0.0,0.0
C102,Heavy Voice Users,Plan1,437.11,555,25,3.87,140,1,Plan1,437.11,0.0,0.0
C102,Heavy Voice Users,Plan1,437.11,555,25,3.87,140,2,Plan8,537.28,-100.16999999999996,-22.916428358994292
C102,Heavy Voice Users,Plan1,437.11,555,25,3.87,140,3,Plan9,550.8,-113.68999999999994,-26.00947130013039
C103,Low Usage,Plan2,2458.68,755,83,49.58,85,1,Plan7,688.63,1770.0499999999997,71.99188182276669
C103,Low Usage,Plan2,2458.68,755,83,49.58,85,2,Plan1,991.74,1466.9399999999998,59.663721997169205
C103,Low Usage,Plan2,2458.68,755,83,49.58,85,3,Plan4,1771.4699999999998,687.21,27.950363609741817
C104,Heavy Voice Users,Plan9,532.3,836,280,1.35,90,1,Plan1,368.35,163.94999999999993,30.80030058237835
C104,Heavy Voice Users,Plan9,532.3,836,280,1.35,90,2,Plan9,532.3,0.0,0.0
C104,Heavy Voice Users,Plan9,532.3,836,280,1.35,90,3,Plan6,575.9,-43.60000000000002,-8.190869810257379
C105,Balanced High Users,Plan7,740.38,436,403,7.08,248,1,Plan9,601.49,138.89,18.759285772171044
C105,Balanced High Users,Plan7,740.38,436,403,7.08,248,2,Plan10,615.1999999999999,125.18000000000006,16.90753396904293
C105,Balanced High Users,Plan7,740.38,436,403,7.08,248,3,Plan1,632.6,107.77999999999997,14.557389448661496
C106,Heavy Voice Users,Plan5,1620.73,1667,270,24.25,78,1,Plan1,657.41,963.32,59.4374140048003
C106,Heavy Voice Users,Plan5,1620.73,1667,270,24.25,78,2,Plan9,1054.9099999999999,565.8200000000002,34.91142880060221
C106,Heavy Voice Users,Plan5,1620.73,1667,270,24.25,78,3,Plan4,1150.02,470.71000000000004,29.04308552319017
C107,Heavy Voice Users,Plan6,981.91,1078,289,7.85,29,1,Plan1,408.93,572.98,58.35361693026856
C107,Heavy Voice Users,Plan6,981.91,1078,289,7.85,29,2,Plan9,509.73,472.17999999999995,48.08791029727775
C107,Heavy Voice Users,Plan6,981.91,1078,289,7.85,29,3,Plan5,679.9399999999999,301.97,30.75332769805787
C108,Heavy Voice Users,Plan4,1057.1599999999999,1968,253,16.39,71,1,Plan1,595.5500000000001,461.6099999999998,43.66510272806386
C108,Heavy Voice Users,Plan4,1057.1599999999999,1968,253,16.39,71,2,Plan9,836.44,220.7199999999998,20.8785803473457
C108,Heavy Voice Users,Plan4,1057.1599999999999,1968,253,16.39,71,3,Plan4,1057.1599999999999,0.0,0.0
C109,Balanced High Users,Plan2,725.71,826,25,2.0,207,1,Plan1,461.03999999999996,264.6700000000001,36.470490967466354
C109,Balanced High Users,Plan2,725.71,826,25,2.0,207,2,Plan9,575.59,150.12,20.68594893276929
C109,Balanced High Users,Plan2,725.71,826,25,2.0,207,3,Plan8,611.64,114.07000000000005,15.71839991181051
C110,Moderate Users,Plan4,2067.29,1859,463,44.86,279,1,Plan1,1191.6599999999999,875.6300000000001,42.356418306091555
C110,Moderate Users,Plan4,2067.29,1859,463,44.86,279,2,Plan7,1631.11,436.18000000000006,21.099120104097636
C110,Moderate Users,Plan4,2067.29,1859,463,44.86,279,3,Plan4,2067.29,0.0,0.0
C111,Low Usage,Plan7,1017.8199999999999,1142,306,43.93,187,1,Plan1,994.01,23.809999999999945,2.339313434595503
C111,Low Usage,Plan7,1017.8199999999999,1142,306,43.93,187,2,Plan7,1017.8199999999999,0.0,0.0
C111,Low Usage,Plan7,1017.8199999999999,1142,306,43.93,187,3,Plan4,1778.66,-760.8400000000001,-74.75192077184573
C112,Data-Heavy Users,Plan4,1898.31,1920,358,42.51,52,1,Plan1,928.6700000000001,969.6399999999999,51.07911774157012
C112,Data-Heavy Users,Plan4,1898.31,1920,358,42.51,52,2,Plan7,1457.23,441.0799999999999,23.235404122614323
C112,Data-Heavy Users,Plan4,1898.31,1920,358,42.51,52,3,Plan4,1898.31,0.0,0.0
C113,Balanced High Users,Plan9,597.61,207,396,1.5,243,1,Plan10,513.21,84.39999999999998,14.122922976523148
C113,Balanced High Users,Plan9,597.61,207,396,1.5,243,2,Plan1,551.14,46.47000000000003,7.775974297618853
C113,Balanced High Users,Plan9,597.61,207,396,1.5,243,3,Plan2,552.56,45.05000000000007,7.538361138535176
C114,Heavy Voice Users,Plan1,723.09,1322,162,32.57,19,1,Plan1,723.09,0.0,0.0
C114,Heavy Voice Users,Plan1,723.09,1322,162,32.57,19,2,Plan7,1004.26,-281.16999999999996,-38.88450953546584
C114,Heavy Voice Users,Plan1,723.09,1322,162,32.57,19,3,Plan4,1309.1,-586.0099999999999,-81.04247050851205
C115,Moderate Users,Plan1,887.35,1523,472,23.75,228,1,Plan1,887.35,0.0,0.0
C115,Moderate Users,Plan1,887.35,1523,472,23.75,228,2,Plan9,1049.37,-162.01999999999987,-18.258860652504634
C115,Moderate Users,Plan1,887.35,1523,472,23.75,228,3,Plan4,1222.28,-334.92999999999995,-37.744970981010866
C116,Data-Heavy Users,Plan7,703.9300000000001,725,364,33.26,45,1,Plan7,703.9300000000001,0.0,0.0
C116,Data-Heavy Users,Plan7,703.9300000000001,725,364,33.26,45,2,Plan1,797.14,-93.20999999999992,-13.241373432017376
C116,Data-Heavy Users,Plan7,703.9300000000001,725,364,33.26,45,3,Plan10,1172.76,-468.8299999999999,-66.60179279189691
C117,Data-Heavy Users,Plan3,2304.2400000000002,1333,320,36.74,78,1,Plan1,832.6999999999999,1471.5400000000004,63.86227129118496
C117,Data-Heavy Users,Plan3,2304.2400000000002,1333,320,36.74,78,2,Plan7,1078.72,1225.5200000000002,53.18543207304794
C117,Data-Heavy Users,Plan3,2304.2400000000002,1333,320,36.74,78,3,Plan4,1544.8400000000001,759.4000000000001,32.95663646147971
C118,Heavy Voice Users,Plan6,1619.8700000000001,1673,58,12.13,42,1,Plan1,473.93,1145.94,70.74271392148752
C118,Heavy Voice Users,Plan6,1619.8700000000001,1673,58,12.13,42,2,Plan9,716.56,903.3100000000002,55.76435146030237
C118,Heavy Voice Users,Plan6,1619.8700000000001,1673,58,12.13,42,3,Plan4,901.68,718.1900000000002,44.33627389852273
C119,Low Usage,Plan1,943.64,1364,69,43.0,137,1,Plan1,943.64,0.0,0.0
C119,Low Usage,Plan1,943.64,1364,69,43.0,137,2,Plan7,1105.06,-161.41999999999996,-17.10609978381586
C119,Low Usage,Plan1,943.64,1364,69,43.0,137,3,Plan4,1680.46,-736.82,-78.08274341910051
C120,Balanced High Users,Plan9,548.21,163,99,6.14,133,1,Plan2,453.02,95.19000000000005,17.36378395140549
C120,Balanced High Users,Plan9,548.21,163,99,6.14,133,2,Plan10,461.51,86.70000000000005,15.815107349373422
C120,Balanced High Users,Plan9,548.21,163,99,6.14,133,3,Plan1,461.58,86.63000000000005,15.802338519910261
C121,Heavy Voice Users,Plan1,625.6999999999999,983,208,23.14,54,1,Plan1,625.6999999999999,0.0,0.0
C121,Heavy Voice Users,Plan1,625.6999999999999,983,208,23.14,54,2,Plan9,760.76,-135.06000000000006,-21.585424324756286
C121,Heavy Voice Users,Plan1,625.6999999999999,983,208,23.14,54,3,Plan7,812.74,-187.04000000000008,-29.892919929678776
C122,Low Usage,Plan9,2750.99,995,199,49.04,43,1,Plan7,813.37,1937.62,70.43355301182484
C122,Low Usage,Plan9,2750.99,995,199,49.04,43,2,Plan1,954.48,1796.5099999999998,65.30412687796029
C122,Low Usage,Plan9,2750.99,995,199,49.04,43,3,Plan4,1848.6100000000004,902.3799999999994,32.80200945841313
C123,Moderate Users,Plan4,1021.88,1504,315,3.41,263,1,Plan1,528.81,493.07000000000005,48.25126237914433
C123,Moderate Users,Plan4,1021.88,1504,315,3.41,263,2,Plan9,735.8,286.08000000000004,27.99545934943438
C123,Moderate Users,Plan4,1021.88,1504,315,3.41,263,3,Plan8,881.48,140.39999999999998,13.739382314948914
C124,Moderate Users,Plan8,2414.42,1731,254,24.02,204,1,Plan1,745.14,1669.2800000000002,69.13792960628226
C124,Moderate Users,Plan8,2414.42,1731,254,24.02,204,2,Plan9,1107.5,1306.92,54.12977029680006
C124,Moderate Users,Plan8,2414.42,1731,254,24.02,204,3,Plan4,1178.4,1236.02,51.19324723950265
C125,Low Usage,Plan7,1413.76,1722,99,34.73,269,1,Plan1,931.1700000000001,482.5899999999999,34.13521389769126
C125,Low Usage,Plan7,1413.76,1722,99,34.73,269,2,Plan7,1413.76,0.0,0.0
C125,Low Usage,Plan7,1413.76,1722,99,34.73,269,3,Plan4,1508.6399999999999,-94.87999999999988,-6.711181530104112
C126,Balanced High Users,Plan2,1571.9,426,408,34.99,283,1,Plan7,765.73,806.1700000000001,51.28634137031618
C126,Balanced High Users,Plan2,1571.9,426,408,34.99,283,2,Plan1,1024.43,547.47,34.828551434569626
C126,Balanced High Users,Plan2,1571.9,426,408,34.99,283,3,Plan10,1211.5600000000002,360.3399999999999,22.923850117691956
C127,Data-Heavy Users,Plan9,2499.4199999999996,473,336,45.72,54,1,Plan7,573.9399999999999,1925.4799999999996,77.03707260084339
C127,Data-Heavy Users,Plan9,2499.4199999999996,473,336,45.72,54,2,Plan1,944.32,1555.0999999999995,62.218434676845014
C127,Data-Heavy Users,Plan9,2499.4199999999996,473,336,45.72,54,3,Plan10,1544.49,954.9299999999996,38.20606380680317
C128,Low Usage,Plan2,2537.4900000000002,1531,92,45.14,254,1,Plan1,1055.7,1481.7900000000002,58.395895156237074
C128,Low Usage,Plan2,2537.4900000000002,1531,92,45.14,254,2,Plan7,1283.98,1253.5100000000002,49.39960354523565
C128,Low Usage,Plan2,2537.4900000000002,1531,92,45.14,254,3,Plan4,1832.94,704.5500000000002,27.76562666256813
C129,Low Usage,Plan4,1470.4099999999999,640,75,42.58,2,1,Plan7,563.89,906.5199999999999,61.6508320808482
C129,Low Usage,Plan4,1470.4099999999999,640,75,42.58,2,2,Plan1,840.98,629.4299999999998,42.80642813909045
C129,Low Usage,Plan4,1470.4099999999999,640,75,42.58,2,3,Plan4,1470.4099999999999,0.0,0.0
C130,Low Usage,Plan2,1062.17,528,86,28.13,74,1,Plan7,545.62,516.5500000000001,48.631574983288935
C130,Low Usage,Plan2,1062.17,528,86,28.13,74,2,Plan1,704.97,357.20000000000005,33.62926838453355
C130,Low Usage,Plan2,1062.17,528,86,28.13,74,3,Plan10,893.7299999999999,168.44000000000017,15.85810181044467
C131,Low Usage,Plan3,1780.8400000000001,1288,71,25.6,286,1,Plan1,824.7199999999999,956.1200000000002,53.68927023202534
C131,Low Usage,Plan3,1780.8400000000001,1288,71,25.6,286,2,Plan4,1071.73,709.1100000000001,39.818849531681686
C131,Low Usage,Plan3,1780.8400000000001,1288,71,25.6,286,3,Plan9,1095.5900000000001,685.25,38.47903236674827
C132,Balanced High Users,Plan1,604.16,905,467,2.48,224,1,Plan1,604.16,0.0,0.0
C132,Balanced High Users,Plan1,604.16,905,467,2.48,224,2,Plan9,611.17,-7.009999999999991,-1.160288665254236
C132,Balanced High Users,Plan1,604.16,905,467,2.48,224,3,Plan6,755.12,-150.96000000000004,-24.98675847457628
C133,Moderate Users,Plan7,1616.4099999999999,1972,393,45.06,216,1,Plan1,1143.94,472.4699999999998,29.229589027536324
C133,Moderate Users,Plan7,1616.4099999999999,1972,393,45.06,216,2,Plan7,1616.4099999999999,0.0,0.0
C133,Moderate Users,Plan7,1616.4099999999999,1972,393,45.06,216,3,Plan4,2055.19,-438.7800000000002,-27.145340600466483
C134,Balanced High Users,Plan9,635.7399999999999,836,141,20.81,201,1,Plan9,635.7399999999999,0.0,0.0
C134,Balanced High Users,Plan9,635.7399999999999,836,141,20.81,201,2,Plan1,701.25,-65.5100000000001,-10.304527007896327
C134,Balanced High Users,Plan9,635.7399999999999,836,141,20.81,201,3,Plan2,776.5999999999999,-140.86,-22.15685657658792
C135,Balanced High Users,Plan10,536.71,162,196,11.31,293,1,Plan2,511.85,24.860000000000014,4.631924130349725
C135,Balanced High Users,Plan10,536.71,162,196,11.31,293,2,Plan10,536.71,0.0,0.0
C135,Balanced High Users,Plan10,536.71,162,196,11.31,293,3,Plan9,607.41,-70.69999999999993,-13.172849397253625
C136,Low Usage,Plan6,3609.9500000000003,493,53,44.45,265,1,Plan7,665.95,2944.0,81.55237607169073
C136,Low Usage,Plan6,3609.9500000000003,493,53,44.45,265,2,Plan1,1054.65,2555.3,70.78491391847533
C136,Low Usage,Plan6,3609.9500000000003,493,53,44.45,265,3,Plan4,1561.7700000000002,2048.1800000000003,56.73707392069143
C137,Balanced High Users,Plan5,799.8100000000001,220,146,7.71,271,1,Plan2,525.17,274.6400000000001,34.33815531188658
C137,Balanced High Users,Plan5,799.8100000000001,220,146,7.71,271,2,Plan10,526.37,273.44000000000005,34.188119678423625
C137,Balanced High Users,Plan5,799.8100000000001,220,146,7.71,271,3,Plan1,581.35,218.46000000000004,27.313987071929585
C138,Balanced High Users,Plan1,424.51,407,223,2.79,142,1,Plan1,424.51,0.0,0.0
C138,Balanced High Users,Plan1,424.51,407,223,2.79,142,2,Plan2,546.63,-122.12,-28.767284634048668
C138,Balanced High Users,Plan1,424.51,407,223,2.79,142,3,Plan9,551.54,-127.02999999999997,-29.923912275329194
C139,Heavy Voice Users,Plan6,2363.61,1763,48,21.87,90,1,Plan1,635.1099999999999,1728.5000000000002,73.1296618308435
C139,Heavy Voice Users,Plan6,2363.61,1763,48,21.87,90,2,Plan9,911.6099999999999,1452.0000000000002,61.43145442776093
C139,Heavy Voice Users,Plan6,2363.61,1763,48,21.87,90,3,Plan4,1000.7400000000001,1362.87,57.6605277520403
C140,Data-Heavy Users,Plan9,2330.7399999999993,447,186,43.76,6,1,Plan7,502.78,1827.9599999999994,78.42831032204364
C140,Data-Heavy Users,Plan9,2330.7399999999993,447,186,43.76,6,2,Plan1,859.2,1471.5399999999993,63.136171344723124
C140,Data-Heavy Users,Plan9,2330.7399999999993,447,186,43.76,6,3,Plan10,1433.2699999999998,897.4699999999996,38.505796442331615
C141,Balanced High Users,Plan7,756.97,452,431,15.01,245,1,Plan9,608.5,148.47000000000003,19.613723133017164
C141,Balanced High Users,Plan7,756.97,452,431,15.01,245,2,Plan10,621.31,135.66000000000008,17.921449991413144
C141,Balanced High Users,Plan7,756.97,452,431,15.01,245,3,Plan2,670.55,86.42000000000007,11.416568688323192
C142,Moderate Users,Plan1,687.02,1371,201,16.78,254,1,Plan9,683.26,3.759999999999991,0.5472911996739529
C142,Moderate Users,Plan1,687.02,1371,201,16.78,254,2,Plan1,687.02,0.0,0.0
C142,Moderate Users,Plan1,687.02,1371,201,16.78,254,3,Plan4,939.06,-252.03999999999996,-36.68597711857005
C143,Balanced High Users,Plan6,1028.6100000000001,720,407,6.68,243,1,Plan9,600.8,427.8100000000002,41.59107922341802
C143,Balanced High Users,Plan6,1028.6100000000001,720,407,6.68,243,2,Plan1,626.8399999999999,401.7700000000002,39.05950749069134
C143,Balanced High Users,Plan6,1028.6100000000001,720,407,6.68,243,3,Plan10,746.33,282.2800000000001,27.442859781647083
C144,Moderate Users,Plan1,842.5,1740,382,25.34,232,1,Plan1,842.5,0.0,0.0
C144,Moderate Users,Plan1,842.5,1740,382,25.34,232,2,Plan9,1227.4699999999998,-384.9699999999998,-45.69376854599404
C144,Moderate Users,Plan1,842.5,1740,382,25.34,232,3,Plan4,1290.75,-448.25,-53.20474777448071
C145,Low Usage,Plan5,2348.98,655,83,47.82,250,1,Plan7,729.58,1619.4,68.94056143517612
C145,Low Usage,Plan5,2348.98,655,83,47.82,250,2,Plan1,1087.6599999999999,1261.3200000000002,53.696498054474716
C145,Low Usage,Plan5,2348.98,655,83,47.82,250,3,Plan4,1723.06,625.9200000000001,26.646459314255548
C146,Low Usage,Plan6,3805.94,835,279,47.74,218,1,Plan7,826.12,2979.82,78.2939300146613
C146,Low Usage,Plan6,3805.94,835,279,47.74,218,2,Plan1,1063.58,2742.36,72.0547354924145
C146,Low Usage,Plan6,3805.94,835,279,47.74,218,3,Plan4,1840.4600000000003,1965.4799999999998,51.642432618485834
C147,Balanced High Users,Plan2,640.3,650,343,1.28,146,1,Plan1,438.15999999999997,202.14,31.56957676089333
C147,Balanced High Users,Plan2,640.3,650,343,1.28,146,2,Plan9,553.02,87.27999999999997,13.631110416992032
C147,Balanced High Users,Plan2,640.3,650,343,1.28,146,3,Plan6,604.18,36.120000000000005,5.641105731688272
C148,Low Usage,Plan10,1128.96,432,170,33.8,200,1,Plan7,625.0,503.96000000000004,44.63931405895692
C148,Low Usage,Plan10,1128.96,432,170,33.8,200,2,Plan1,869.4,259.56000000000006,22.991071428571434
C148,Low Usage,Plan10,1128.96,432,170,33.8,200,3,Plan10,1128.96,0.0,0.0
C149,Heavy Voice Users,Plan2,978.64,1616,388,1.06,2,1,Plan1,365.82,612.8199999999999,62.619553666312434
C149,Heavy Voice Users,Plan2,978.64,1616,388,1.06,2,2,Plan9,687.0500000000001,291.5899999999999,29.795430393198718
C149,Heavy Voice Users,Plan2,978.64,1616,388,1.06,2,3,Plan6,809.88,168.76,17.244339082808796
C150,Data-Heavy Users,Plan2,756.6400000000001,904,297,20.78,84,1,Plan9,590.1400000000001,166.5,22.00518079932332
C150,Data-Heavy Users,Plan2,756.6400000000001,904,297,20.78,84,2,Plan1,616.62,140.0200000000001,18.50549799111864
C150,Data-Heavy Users,Plan2,756.6400000000001,904,297,20.78,84,3,Plan2,756.6400000000001,0.0,0.0
C151,Heavy Voice Users,Plan2,1599.77,1715,187,29.81,63,1,Plan1,718.89,880.88,55.06291529407352
C151,Heavy Voice Users,Plan2,1599.77,1715,187,29.81,63,2,Plan7,1279.5700000000002,320.1999999999998,20.015377210473993
C151,Heavy Voice Users,Plan2,1599.77,1715,187,29.81,63,3,Plan4,1321.25,278.52,17.410002687886383
C152,Low Usage,Plan7,1369.66,1710,31,48.9,211,1,Plan1,1073.62,296.0400000000002,21.61412321306019
C152,Low Usage,Plan7,1369.66,1710,31,48.9,211,2,Plan7,1369.66,0.0,0.0
C152,Low Usage,Plan7,1369.66,1710,31,48.9,211,3,Plan4,1989.4599999999998,-619.7999999999997,-45.25210636216285
C153,Data-Heavy Users,Plan10,1168.0700000000002,79,446,38.84,73,1,Plan7,658.51,509.5600000000002,43.62409787084679
C153,Data-Heavy Users,Plan10,1168.0700000000002,79,446,38.84,73,2,Plan1,952.1600000000001,215.91000000000008,18.48433741128529
C153,Data-Heavy Users,Plan10,1168.0700000000002,79,446,38.84,73,3,Plan10,1168.0700000000002,0.0,0.0
C154,Data-Heavy Users,Plan1,449.62,600,398,5.98,19,1,Plan1,449.62,0.0,0.0
C154,Data-Heavy Users,Plan1,449.62,600,398,5.98,19,2,Plan9,515.31,-65.68999999999994,-14.610115208398188
C154,Data-Heavy Users,Plan1,449.62,600,398,5.98,19,3,Plan10,584.65,-135.02999999999997,-30.032027045060268
C155,Low Usage,Plan4,1745.94,1088,42,46.02,225,1,Plan7,986.62,759.32,43.4906125067299
